Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL
2012M6,"162,08","165,95","132,33","115,71","116,76","103,30","156,91","116,78","124,02","149,63","169,98","129,96","167,20","207,38","205,12","194,36","215,89","132,15"
2012M7,"167,31","171,80","134,40","122,36","123,56","108,29","154,09","122,48","123,22","147,54","166,36","129,35","163,60","193,46","214,92","208,47","212,23","132,84"
2012M8,"171,97","176,69","132,98","123,49","124,88","107,09","144,49","123,05","120,05","143,04","154,21","132,23","153,37","192,79","228,38","225,86","207,68","135,88"
2012M9,"173,71","177,55","134,56","121,24","122,34","108,25","147,15","121,41","122,55","149,90","156,92","143,10","158,11","189,62","230,33","224,39","209,34","133,30"
2012M10,"172,10","175,73","135,09","120,25","121,51","105,37","151,50","120,66","123,48","152,70","162,63","143,09","163,00","186,04","225,63","217,89","210,36","126,19"
2012M11,"169,75","173,36","133,64","119,00","120,53","100,90","151,29","119,46","122,61","151,62","162,69","140,91","162,73","175,78","221,98","214,74","211,88","129,06"
2012M12,"170,54","174,53","134,97","118,94","120,67","98,48","158,32","119,62","124,26","154,94","171,85","138,58","170,84","174,43","221,99","213,42","212,28","137,71"
2013M1,"174,69","179,32","137,67","120,26","122,10","98,55","167,26","121,08","126,63","160,01","183,41","137,38","181,15","171,51","228,25","222,01","211,42","136,23"
2013M2,"176,18","181,36","137,07","119,48","121,34","97,54","168,51","120,19","125,01","159,65","185,81","134,36","183,32","173,33","232,74","228,81","210,96","137,72"
2013M3,"171,59","176,56","133,86","119,71","121,60","97,36","158,76","120,27","124,03","151,47","172,56","131,07","170,77","169,80","226,16","221,55","220,00","133,45"
2013M4,"168,32","173,90","131,93","121,89","124,08","95,96","154,44","122,08","123,43","143,86","166,77","121,72","163,99","167,81","220,96","213,31","224,22","130,09"
2013M5,"167,17","173,27","130,40","124,17","126,58","95,72","150,04","124,52","126,89","137,22","159,24","115,93","156,61","155,46","220,35","215,01","217,33","129,87"
2013M6,"164,70","171,17","126,48","121,84","124,60","89,19","144,35","122,19","124,56","130,79","152,21","110,08","149,60","152,79","219,98","213,78","217,09","124,11"
2013M7,"166,67","173,86","124,94","120,16","122,61","91,21","145,45","120,03","119,12","130,34","155,92","105,61","152,38","149,55","227,02","226,91","208,63","115,16"
2013M8,"169,31","176,26","125,81","117,12","119,29","91,49","150,92","117,44","119,64","136,75","163,36","111,03","160,07","146,72","232,23","230,85","205,96","115,32"
2013M9,"168,68","175,54","123,29","113,54","115,60","89,18","149,04","114,29","119,31","135,57","160,86","111,11","157,82","139,82","234,34","231,74","208,49","116,28"
2013M10,"166,01","172,86","122,19","112,80","114,90","88,04","149,07","113,57","118,76","134,36","161,12","108,49","157,75","132,97","229,39","222,32","206,73","124,41"
2013M11,"164,30","171,32","122,03","113,62","115,96","86,07","149,22","114,26","118,58","132,89","161,39","105,32","157,70","133,13","225,44","217,61","207,32","127,66"
2013M12,"167,89","175,77","122,54","115,19","117,22","91,14","150,68","115,97","121,22","131,21","162,38","101,07","157,93","138,00","233,48","222,57","220,20","129,53"
2014M1,"166,69","174,27","122,92","115,75","117,76","91,94","147,82","116,12","118,61","130,66","159,43","102,85","155,69","153,71","230,00","216,11","225,96","127,05"
2014M2,"170,99","178,55","125,21","119,76","121,05","104,55","144,71","119,59","118,40","130,71","155,16","107,06","152,13","161,48","237,21","220,88","243,43","119,47"
2014M3,"169,83","176,93","128,42","127,13","128,10","115,68","140,43","126,39","121,42","128,59","147,98","109,85","146,03","163,02","229,73","218,15","226,91","114,78"
2014M4,"171,00","178,57","129,64","129,57","130,64","117,00","143,18","128,16","118,60","129,54","152,95","106,90","150,14","157,53","230,83","219,94","223,77","114,58"
2014M5,"168,76","176,18","125,51","124,46","125,38","113,63","139,71","123,47","116,75","127,15","148,83","106,18","146,56","142,96","231,32","221,71","221,73","115,14"
2014M6,"169,07","176,61","123,37","121,59","122,51","110,71","137,35","121,03","117,20","125,22","145,35","105,77","143,63","143,53","235,19","228,15","220,16","112,73"
2014M7,"165,68","172,54","123,61","119,18","119,79","112,02","139,59","118,54","114,23","128,84","149,67","108,71","148,11","152,76","226,54","221,56","203,72","108,29"
2014M8,"160,14","166,51","120,09","114,28","114,20","115,17","137,52","113,64","109,34","127,57","148,72","107,12","146,77","147,63","218,06","212,79","204,16","108,14"
2014M9,"155,06","161,37","116,45","112,20","112,03","114,30","131,65","111,51","106,78","121,53","141,53","102,19","139,55","145,29","210,91","207,61","202,38","103,49"
2014M10,"146,43","151,91","114,22","111,90","111,37","118,11","126,43","110,99","104,88","117,17","134,99","99,94","132,73","137,31","193,02","188,07","198,33","100,28"
2014M11,"139,60","144,73","112,73","111,20","111,11","112,30","125,04","110,48","105,56","114,13","132,78","96,10","130,22","136,79","178,46","170,23","206,29","99,00"
2014M12,"126,23","129,62","110,81","109,18","109,18","109,16","119,96","108,66","105,09","111,77","125,88","98,14","124,28","138,16","148,55","134,86","199,80","98,84"
2015M1,"114,22","115,80","108,38","104,76","104,54","107,45","115,77","104,72","104,44","110,95","120,27","101,94","119,58","143,84","122,68","108,34","181,97","92,89"
2015M2,"117,59","119,77","105,68","101,97","101,53","107,12","112,90","102,43","105,57","107,75","115,81","99,95","115,38","139,90","134,81","126,23","175,04","99,39"
2015M3,"113,57","115,74","102,63","99,11","98,95","100,94","110,26","99,58","102,79","104,52","113,23","96,10","112,69","135,13","129,40","123,82","167,06","95,97"
2015M4,"114,84","116,98","103,41","100,93","100,88","101,48","109,02","101,31","103,87","104,15","111,07","97,46","110,77","132,65","131,38","134,67","140,46","89,95"
2015M5,"118,69","121,25","105,03","100,83","100,77","101,58","113,79","101,45","105,67","107,21","117,02","97,72","116,23","143,84","138,45","144,43","134,90","95,93"
2015M6,"116,50","118,98","103,63","100,70","100,30","105,46","109,54","101,06","103,45","103,76","111,97","95,82","111,12","148,63","135,12","141,63","132,32","92,30"
2015M7,"109,74","111,92","100,13","100,54","100,16","105,14","101,34","100,39","99,37","96,57","102,12","91,21","101,46","137,70","123,66","126,59","130,76","90,27"
2015M8,"102,52","103,99","97,73","97,61","97,09","103,82","99,68","97,55","97,14","95,24","100,69","89,97","99,87","130,65","109,45","105,85","133,47","87,29"
2015M9,"102,36","103,75","97,07","96,66","96,29","100,99","99,13","96,44","94,96","95,49","100,78","90,38","99,87","127,33","110,02","106,80","129,94","84,03"
2015M10,"102,32","103,39","97,34","97,25","96,82","102,33","97,18","96,95","94,94","95,77","98,07","93,55","98,13","122,92","109,52","108,35","123,45","79,58"
2015M11,"96,23","97,27","92,48","93,47","92,77","101,66","91,35","93,56","94,19","88,64","90,21","87,12","89,99","118,70","101,65","101,21","114,83","82,38"
2015M12,"90,75","91,34","90,96","93,00","92,35","100,59","88,24","93,11","93,85","85,78","86,01","85,55","85,95","113,96","90,45","85,53","115,68","78,56"
2016M1,"85,32","85,03","90,71","92,45","92,32","93,97","87,71","92,63","93,88","86,33","85,26","87,37","85,06","108,18","77,53","70,15","107,30","77,45"
2016M2,"87,37","86,38","93,75","93,56","93,63","92,81","90,70","93,64","94,18","92,31","89,32","95,20","89,23","112,92","78,14","72,26","98,65","79,02"
2016M3,"93,61","92,90","97,86","96,98","97,08","95,75","96,52","96,79","95,50","98,00","96,92","99,04","96,50","115,55","87,46","86,75","90,00","81,13"
2016M4,"96,76","96,45","99,87","99,75","100,07","95,92","99,37","99,80","100,15","99,11","99,07","99,16","98,79","110,18","92,26","93,79","86,17","80,03"
2016M5,"100,58","100,55","100,02","101,16","101,44","97,79","97,25","101,11","100,83","98,33","95,83","100,74","96,26","100,47","101,39","105,65","86,76","80,39"
2016M6,"103,21","103,32","100,99","103,40","103,58","101,27","96,63","103,05","100,71","98,44","95,01","101,74","95,35","94,22","106,42","109,86","96,98","85,19"
2016M7,"102,83","102,34","103,40","103,87","103,88","103,68","101,09","103,72","102,73","104,15","100,44","107,74","101,74","88,78","102,00","103,17","100,90","94,61"
2016M8,"103,31","102,84","102,99","102,18","102,12","102,89","102,01","102,09","101,44","105,30","102,24","108,26","103,58","91,65","103,77","103,94","103,12","102,08"
2016M9,"103,36","103,03","102,10","101,99","101,71","105,38","100,40","101,91","101,38","103,42","100,01","106,72","101,15","89,67","105,17","104,46","104,93","106,87"
2016M10,"106,57","107,15","100,88","101,07","100,64","106,06","101,01","101,02","100,70","101,34","101,13","101,54","101,24","92,77","114,81","115,85","105,70","133,55"
2016M11,"105,45","106,17","103,68","101,55","101,20","105,73","111,67","101,70","102,70","107,21","115,24","99,46","113,85","97,27","108,00","107,41","100,29","149,04"
2016M12,"111,64","113,84","103,75","102,05","102,33","98,75","115,63","102,53","105,80","106,06","119,53","93,04","117,24","98,34","123,05","126,70","119,18","130,65"
2017M1,"115,91","118,22","107,33","106,22","106,54","102,44","118,06","106,67","109,74","108,70","121,37","96,46","119,35","102,88","128,33","128,75","132,79","132,05"
2017M2,"116,37","118,35","109,71","106,52","107,02","100,58","123,83","107,16","111,52","114,14","128,72","100,03","126,47","102,97","126,00","130,13","116,41","125,78"
2017M3,"110,87","112,25","107,10","103,07","103,44","98,75","121,68","103,68","107,77","113,14","127,21","99,54","124,88","96,98","116,32","121,94","102,45","122,37"
2017M4,"110,98","112,06","105,14","102,28","102,80","96,05","114,31","102,99","107,83","109,43","116,89","102,22","115,94","92,82","119,42","124,52","105,36","124,29"
2017M5,"108,84","109,87","104,62","104,35","105,22","94,04","110,61","104,81","107,95","105,83","111,67","100,19","110,77","86,75","114,94","117,84","106,22","113,44"
2017M6,"105,64","106,17","103,85","103,72","104,52","94,26","107,98","103,66","103,25","105,67","109,86","101,62","109,49","85,51","108,24","108,21","102,25","121,71"
2017M7,"108,48","109,55","106,02","106,04","106,86","96,26","113,04","105,59","102,59","108,23","117,19","99,58","115,68","87,44","112,04","110,83","103,83","128,17"
2017M8,"111,37","112,35","106,59","101,61","102,08","96,11","120,12","101,76","102,77","115,07","127,02","103,53","125,06","92,81","118,29","114,85","108,32","140,99"
2017M9,"114,57","115,61","106,51","100,28","100,85","93,53","119,49","100,61","102,86","115,92","126,10","106,07","124,48","100,95","126,23","120,90","117,56","146,06"
2017M10,"116,09","117,62","105,92","101,03","101,65","93,62","117,54","100,98","100,70","113,61","124,23","103,33","122,59","103,42","130,80","126,43","122,85","144,50"
2017M11,"120,85","122,90","106,53","101,41","102,29","91,06","118,95","101,46","101,80","114,59","125,77","103,77","124,18","102,11","141,56","138,15","134,51","144,25"
2017M12,"122,58","125,02","107,14","101,08","102,28","86,82","122,82","101,47","104,16","115,87","130,23","101,99","127,87","105,40","144,91","140,34","140,64","149,27"
2018M1,"129,84","132,46","111,66","104,43","105,82","88,08","128,98","105,12","109,77","122,01","136,61","107,90","134,41","106,61","156,13","149,22","155,09","155,44"
2018M2,"126,82","129,10","112,02","104,66","105,89","90,06","129,86","105,39","110,35","122,27","137,62","107,43","134,88","109,63","148,24","141,81","142,65","152,57"
2018M3,"126,36","128,66","111,43","105,77","106,91","92,35","126,24","106,39","110,59","119,31","132,47","106,60","129,99","108,50","147,97","143,34","139,09","146,08"
2018M4,"128,37","130,79","111,51","105,64","106,72","92,84","127,01","106,16","109,69","120,31","133,89","107,17","131,13","103,54","152,74","153,86","124,49","144,06"
2018M5,"133,05","136,29","111,94","107,16","108,36","92,97","127,44","107,54","110,07","119,35","134,35","104,85","131,46","103,36","163,58","167,08","132,98","157,78"
2018M6,"131,97","135,28","109,87","102,91","104,08","89,05","128,27","103,89","110,55","119,04","135,31","103,31","132,29","108,70","163,93","165,24","143,58","167,86"
2018M7,"130,27","133,79","106,08","100,19","101,33","86,65","121,71","101,27","108,62","113,01","126,91","99,58","124,17","110,38","165,27","167,92","140,46","172,74"
2018M8,"127,98","131,57","103,13","96,18","97,36","82,27","119,66","97,45","105,98","110,59","125,10","96,56","122,20","116,96","163,92","165,28","149,06","164,69"
2018M9,"132,43","136,55","103,62","97,25","98,63","81,03","118,91","98,23","104,80","110,28","124,52","96,50","121,82","121,94","174,09","174,66","162,72","163,48"
2018M10,"133,43","137,51","105,53","99,31","100,42","86,15","120,71","99,80","103,15","112,69","127,68","98,20","125,09","123,88","173,77","179,06","154,85","158,98"
2018M11,"121,85","124,57","102,85","95,10","95,86","86,20","118,81","95,86","101,00","112,13","125,89","98,82","123,70","118,76","149,34","146,29","161,98","147,78"
2018M12,"115,96","117,77","103,94","97,40","98,69","82,21","117,53","98,20","103,56","111,89","123,09","101,06","121,53","113,17","133,35","126,08","153,36","150,03"
2019M1,"117,08","118,62","105,86","99,12","100,47","83,19","118,84","99,69","103,54","114,71","124,92","104,84","123,80","112,04","133,30","131,42","133,18","145,34"
2019M2,"119,01","120,51","107,23","97,62","98,77","84,03","125,81","98,39","103,61","120,81","134,63","107,45","132,99","105,24","136,05","142,53","111,27","135,11"
2019M3,"119,91","121,69","107,23","96,78","98,06","81,67","127,54","97,90","105,41","121,11","136,34","106,38","134,77","110,54","138,26","148,86","102,54","128,62"
2019M4,"123,42","125,72","109,35","100,00","101,57","81,46","129,66","100,60","104,68","121,92","139,58","104,85","137,18","117,56","143,77","160,45","96,21","116,65"
2019M5,"120,48","122,47","107,39","96,78","98,09","81,23","129,33","97,89","105,44","121,16","138,83","104,08","135,97","114,93","139,41","157,12","91,08","114,94"
2019M6,"115,53","116,28","110,00","98,98","100,21","84,41","130,99","99,75","104,96","125,34","141,34","109,87","138,66","112,39","123,53","139,92","78,39","104,39"
2019M7,"117,97","118,51","111,80","99,06","100,27","84,77","134,43","99,38","101,49","130,73","147,53","114,48","144,91","110,89","126,89","144,45","78,89","106,29"
2019M8,"112,09","111,19","107,89","96,93","98,26","81,19","123,20","97,02","97,62","126,91","133,36","120,67","132,45","77,69","118,18","136,17","73,99","95,41"
2019M9,"114,81","114,10","108,63","95,08","96,05","83,54","124,10","95,37","97,36","128,68","134,73","122,84","134,85","109,45","123,74","142,33","80,85","94,13"
2019M10,"113,01","112,25","107,83","95,42","96,38","84,01","121,74","95,48","95,92","126,84","132,00","121,84","132,57","104,47","120,51","135,55","83,54","101,83"
2019M11,"116,98","116,89","108,60","99,41","100,28","89,22","119,01","99,39","99,19","123,45","126,89","120,13","128,06","98,23","129,10","142,60","96,16","109,96"
2019M12,"119,99","120,19","111,44","103,04","104,02","91,49","122,09","102,54","99,12","126,11","131,21","121,18","132,48","97,43","132,37","149,22","87,37","114,81"
2020M1,"119,57","118,95","114,14","104,14","105,40","89,24","124,49","103,89","102,19","131,15","133,35","129,02","136,10","96,74","127,41","145,14","76,92","119,18"
2020M2,"110,94","109,02","111,37","100,12","101,11","88,38","118,31","99,97","98,97","129,42","126,00","132,72","130,61","102,52","110,31","126,53","61,64","114,74"
2020M3,"93,73","89,91","107,59","96,44","97,20","87,50","113,21","96,37","95,85","124,55","120,11","128,84","122,14","108,37","73,68","76,22","60,00","101,16"
2020M4,"83,97","78,22","105,54","92,42","92,93","86,33","108,41","92,28","91,33","125,34","115,19","135,15","117,68","109,35","52,77","50,45","48,70","87,55"
2020M5,"91,33","86,11","108,22","95,63","96,52","85,16","112,80","94,98","90,56","129,60","121,64","137,30","123,22","92,63","66,92","72,25","43,63","80,47"
2020M6,"99,88","95,48","111,95","98,42","99,81","82,07","120,72","97,60","92,05","135,67","132,11","139,11","133,17","88,55","82,42","92,83","43,38","81,57"
2020M7,"103,08","98,04","114,27","96,49","97,64","82,98","125,86","95,96","92,36","143,91","139,17","148,49","140,88","91,90","86,90","98,08","45,93","78,36"
2020M8,"108,93","103,41","119,67","97,94","98,62","89,89","133,78","97,66","95,73","154,70","148,91","160,30","152,31","100,26","93,38","99,85","67,13","79,45"
2020M9,"108,21","103,03","120,43","99,35","100,00","91,67","136,65","99,10","97,43","154,73","152,24","157,14","155,34","97,31","90,53","93,32","75,92","81,86"
2020M10,"110,62","105,91","122,56","103,79","105,35","85,39","137,76","103,82","103,98","153,18","151,18","155,12","153,96","96,56","93,34","91,57","93,41","87,05"
2020M11,"115,14","111,28","125,48","106,79","108,41","87,63","144,38","107,13","109,40","155,41","158,29","152,63","160,37","100,67","100,19","96,88","102,12","98,94"
2020M12,"125,54","122,92","130,18","107,93","109,50","89,32","159,49","107,94","108,05","166,12","179,93","152,77","180,23","103,84","118,82","110,07","130,63","127,84"
2021M1,"137,39","136,02","136,42","114,34","116,42","89,79","167,37","113,93","111,17","171,69","189,71","154,27","189,60","122,44","138,81","120,32","182,88","135,00"
2021M2,"140,57","140,08","138,58","117,39","119,48","92,76","170,25","116,66","111,70","171,87","193,53","150,94","193,73","138,22","143,44","136,26","146,86","133,71"
2021M3,"141,25","141,65","140,27","120,01","122,26","93,37","174,96","119,29","114,47","171,28","199,01","144,48","198,49","149,87","142,66","145,10","110,64","141,68"
2021M4,"145,04","145,48","146,22","126,84","129,75","92,34","181,24","125,20","114,13","177,89","207,91","148,86","207,62","148,74","143,34","142,87","126,15","141,59"
2021M5,"155,67","156,46","155,95","134,27","137,29","98,57","198,17","132,29","118,89","192,49","229,68","156,54","227,95","148,20","155,27","149,65","152,30","156,40"
2021M6,"161,72","163,39","154,86","129,29","131,71","100,65","203,75","127,97","119,09","194,96","237,41","153,92","233,77","163,02","171,66","162,28","176,07","183,89"
2021M7,"166,14","168,56","154,45","130,15","132,17","106,24","202,23","127,89","112,61","193,94","237,85","151,49","233,70","163,97","183,05","167,08","209,93","205,25"
2021M8,"163,76","166,12","149,15","130,76","132,40","111,36","183,27","128,11","110,18","179,70","212,33","148,16","209,45","165,37","184,89","157,23","246,06","231,34"
2021M9,"172,67","176,10","144,30","128,34","129,15","118,78","167,86","125,78","108,46","168,12","191,47","145,54","188,94","195,28","213,71","166,18","345,33","260,61"
2021M10,"192,39","198,05","147,46","130,51","131,14","123,06","172,16","128,24","112,83","170,06","195,74","145,24","192,49","225,75","257,37","188,48","458,47","338,06"
2021M11,"183,84","188,14","146,84","131,91","132,36","126,61","161,53","129,90","116,29","163,82","179,51","148,66","178,39","250,89","237,35","184,64","418,74","235,57"
2021M12,"186,94","191,89","149,33","134,68","135,13","129,34","168,62","132,05","114,32","166,99","190,20","144,55","186,29","251,17","241,34","169,41","506,70","236,18"
2022M1,"190,90","196,03","155,05","138,96","139,82","128,79","182,85","136,22","117,71","177,86","208,74","148,00","203,99","223,69","242,76","194,55","392,14","298,62"